,dataset,model_name,epochs,time,hits@100,hits@10,hits@3,hits@1,MR,MRR
0,wn,TransE,500,25/01/2024 00:00:13,0.6649116847826086,0.44718070652173914,0.25441576086956524,0.06810461956521739,1140.9881114130435,0.19372244602721117
